cortellis_condition,icd9,icd9_category,icd9_sub_chapter,icd9_chapter,malignant_not_specified
systemic lupus erythematosus,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
topical anesthesia,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
collagen disease,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
connective tissue disease,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
sjoegrens syndrome,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
dermatomyositis,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
polymyositis,710,Diffuse diseases of connective tissue,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
infectious arthritis,711,Arthropathy associated with infections,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
chondrocalcinosis,712,Crystal arthropathies,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
respiratory disorder,713,Arthropathy associated with other disorders classified elsewhere,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
arthritis,714,Rheumatoid arthritis and other inflammatory polyarthropathies,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
rheumatoid arthritis,714,Rheumatoid arthritis and other inflammatory polyarthropathies,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
juvenile rheumatoid arthritis,714,Rheumatoid arthritis and other inflammatory polyarthropathies,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
osteoarthritis,715,Osteoarthrosis and allied disorders,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
joint disease,715,Osteoarthrosis and allied disorders,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
joint infection,715,Osteoarthrosis and allied disorders,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
contracture,718,Other derangement of joint,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
pigmented villonodular synovitis,719,Other and unspecified disorders of joint,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
joint injury,719,Other and unspecified disorders of joint,Arthropathies And Related Disorders,Diseases Of The Musculoskeletal System And Connective Tissue,0
ankylosing spondylitis,720,Ankylosing spondylitis and other inflammatory spondylopathies,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,0
spondylarthritis,721,Spondylosis and allied disorders,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,0
degeneration,722,Intervertebral disc disorders,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,0
intervertebral disc disease,722,Intervertebral disc disorders,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,0
degenerative disc disease,722,Intervertebral disc disorders,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,0
torticollis,723,Other disorders of cervical region,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,0
sciatica,724,Other and unspecified disorders of back,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,0
spinal stenosis,724,Other and unspecified disorders of back,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,0
back pain,724,Other and unspecified disorders of back,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,0
lower back pain,724,Other and unspecified disorders of back,Dorsopathies,Diseases Of The Musculoskeletal System And Connective Tissue,0
periarthritis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
tendinitis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
epicondylitis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
lateral epicondylitis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
adhesive capsulitis,726,Peripheral enthesopathies and allied syndromes,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
bursitis,727,"Other disorders of synovium, tendon, and bursa","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
synovitis,727,"Other disorders of synovium, tendon, and bursa","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
tenosynovitis,727,"Other disorders of synovium, tendon, and bursa","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
tendon injury,727,"Other disorders of synovium, tendon, and bursa","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
muscle spasm,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
muscle wasting disease,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
muscle weakness,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
spinal muscular atrophy,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
muscle disease,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
calcification,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
myositis,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
dupuytren contracture,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
heterotopic ossification,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
muscle injury,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
sarcopenia,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
fibrodysplasia ossificans progressiva,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
aggressive fibromatosis,728,"Disorders of muscle, ligament, and fascia","Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
musculoskeletal system inflammation,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
myalgia,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
musculoskeletal pain,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
fibromyalgia,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
hematoma,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
neuritis,729,Other disorders of soft tissues,"Rheumatism, Excluding The Back",Diseases Of The Musculoskeletal System And Connective Tissue,0
bone and joint infection,730,"Osteomyelitis, periostitis, and other infections involving bone","Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
bone injury,730,"Osteomyelitis, periostitis, and other infections involving bone","Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
osteomyelitis,730,"Osteomyelitis, periostitis, and other infections involving bone","Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
osteitis,731,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
pagets bone disease,731,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
bone disease,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
osteoporosis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
metabolic bone disease,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
cartilage disease,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
polychondritis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
male osteoporosis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
postmenopausal osteoporosis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
ostealgia,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
osteonecrosis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
osteopenia,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
bone cyst,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
bone resorption,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
bone infection,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
weight gain,738,Other acquired deformity,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,0
genetic disorder,740,Anencephalus and similar anomalies,Congenital Anomalies,Congenital Anomalies,0
spina bifida,741,Spina bifida,Congenital Anomalies,Congenital Anomalies,0
brain malformation,742,Other congenital anomalies of nervous system,Congenital Anomalies,Congenital Anomalies,0
eisenmenger syndrome,745,Bulbus cordis anomalies and anomalies of cardiac septal closure,Congenital Anomalies,Congenital Anomalies,0
tetralogy of fallot,745,Bulbus cordis anomalies and anomalies of cardiac septal closure,Congenital Anomalies,Congenital Anomalies,0
congenital heart defect,746,Other congenital anomalies of heart,Congenital Anomalies,Congenital Anomalies,0
aortic valve stenosis,746,Other congenital anomalies of heart,Congenital Anomalies,Congenital Anomalies,0
arteriovenous malformation,747,Other congenital anomalies of circulatory system,Congenital Anomalies,Congenital Anomalies,0
patent ductus arteriosus,747,Other congenital anomalies of circulatory system,Congenital Anomalies,Congenital Anomalies,0
anal dysplasia,751,Other congenital anomalies of digestive system,Congenital Anomalies,Congenital Anomalies,0
