cortellis_condition,icd9,icd9_category,icd9_sub_chapter,icd9_chapter,malignant_not_specified
osteolysis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
melorheostosis,733,Other disorders of bone and cartilage,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
spinal curvature,737,Curvature of spine,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
scoliosis,737,Curvature of spine,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
lordosis,737,Curvature of spine,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
kyphosis,737,Curvature of spine,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
weight gain,738,Other acquired deformity,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
spondylolysis,738,Other acquired deformity,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
bone development disorder,738,Other acquired deformity,"Osteopathies, Chondropathies, And Acquired Musculoskeletal Deformities",Diseases Of The Musculoskeletal System And Connective Tissue,
spina bifida,741,Spina bifida,Congenital Anomalies,Congenital Anomalies,
neural tube defect,741,Spina bifida,Congenital Anomalies,Congenital Anomalies,
familial dysautonomia,742,Other congenital anomalies of nervous system,Congenital Anomalies,Congenital Anomalies,
brain malformation,742,Other congenital anomalies of nervous system,Congenital Anomalies,Congenital Anomalies,
joubert syndrome,742,Other congenital anomalies of nervous system,Congenital Anomalies,Congenital Anomalies,
holoprosencephaly,742,Other congenital anomalies of nervous system,Congenital Anomalies,Congenital Anomalies,
microphthalmia,743,Congenital anomalies of eye,Congenital Anomalies,Congenital Anomalies,
anophthalmia,743,Congenital anomalies of eye,Congenital Anomalies,Congenital Anomalies,
alacrima,743,Congenital anomalies of eye,Congenital Anomalies,Congenital Anomalies,
maxillofacial development disorder,744,"Congenital anomalies of ear, face, and neck",Congenital Anomalies,Congenital Anomalies,
craniofacial development disorder,744,"Congenital anomalies of ear, face, and neck",Congenital Anomalies,Congenital Anomalies,
eisenmenger syndrome,745,Bulbus cordis anomalies and anomalies of cardiac septal closure,Congenital Anomalies,Congenital Anomalies,
tetralogy of fallot,745,Bulbus cordis anomalies and anomalies of cardiac septal closure,Congenital Anomalies,Congenital Anomalies,
patent foramen ovale,745,Bulbus cordis anomalies and anomalies of cardiac septal closure,Congenital Anomalies,Congenital Anomalies,
lutembacher syndrome,745,Bulbus cordis anomalies and anomalies of cardiac septal closure,Congenital Anomalies,Congenital Anomalies,
atrial septal defect,745,Bulbus cordis anomalies and anomalies of cardiac septal closure,Congenital Anomalies,Congenital Anomalies,
congenital heart defect,746,Other congenital anomalies of heart,Congenital Anomalies,Congenital Anomalies,
tricuspid atresia,746,Other congenital anomalies of heart,Congenital Anomalies,Congenital Anomalies,
pulmonary valve stenosis,746,Other congenital anomalies of heart,Congenital Anomalies,Congenital Anomalies,
pulmonary valve insufficiency,746,Other congenital anomalies of heart,Congenital Anomalies,Congenital Anomalies,
ebstein anomaly,746,Other congenital anomalies of heart,Congenital Anomalies,Congenital Anomalies,
cardiovascular development disorder,746,Other congenital anomalies of heart,Congenital Anomalies,Congenital Anomalies,
brugada syndrome,746,Other congenital anomalies of heart,Congenital Anomalies,Congenital Anomalies,
persistent pulmonary hypertension of the newborn,747,Other congenital anomalies of circulatory system,Congenital Anomalies,Congenital Anomalies,
arteriovenous malformation,747,Other congenital anomalies of circulatory system,Congenital Anomalies,Congenital Anomalies,
patent ductus arteriosus,747,Other congenital anomalies of circulatory system,Congenital Anomalies,Congenital Anomalies,
pulmonary stenosis,747,Other congenital anomalies of circulatory system,Congenital Anomalies,Congenital Anomalies,
aortic arch anomaly,747,Other congenital anomalies of circulatory system,Congenital Anomalies,Congenital Anomalies,
lung malformation,748,Congenital anomalies of respiratory system,Congenital Anomalies,Congenital Anomalies,
congenital lung disease,748,Congenital anomalies of respiratory system,Congenital Anomalies,Congenital Anomalies,
cleft palate,749,Cleft palate and cleft lip,Congenital Anomalies,Congenital Anomalies,
cleft lip,749,Cleft palate and cleft lip,Congenital Anomalies,Congenital Anomalies,
anal dysplasia,751,Other congenital anomalies of digestive system,Congenital Anomalies,Congenital Anomalies,
polycystic liver disease,751,Other congenital anomalies of digestive system,Congenital Anomalies,Congenital Anomalies,
biliary atresia,751,Other congenital anomalies of digestive system,Congenital Anomalies,Congenital Anomalies,
sex differentiation disorder,752,Congenital anomalies of genital organs,Congenital Anomalies,Congenital Anomalies,
hypospadias,752,Congenital anomalies of genital organs,Congenital Anomalies,Congenital Anomalies,
cryptorchidism,752,Congenital anomalies of genital organs,Congenital Anomalies,Congenital Anomalies,
autosomal dominant disorder,753,Congenital anomalies of urinary system,Congenital Anomalies,Congenital Anomalies,
polycystic kidney disease,753,Congenital anomalies of urinary system,Congenital Anomalies,Congenital Anomalies,
autosomal recessive polycystic kidney disease,753,Congenital anomalies of urinary system,Congenital Anomalies,Congenital Anomalies,
autosomal dominant polycystic kidney disease,753,Congenital anomalies of urinary system,Congenital Anomalies,Congenital Anomalies,
bilateral renal agenesis,753,Congenital anomalies of urinary system,Congenital Anomalies,Congenital Anomalies,
syndactyly,755,Other congenital anomalies of limbs,Congenital Anomalies,Congenital Anomalies,
osteopetrosis,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
ehlers danlos syndrome,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
achondroplasia,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
osteogenesis imperfecta,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
osteodystrophy,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
polyostotic fibrous dysplasia,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
spondylolisthesis,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
sclerosteosis,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
pyknodysostosis,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
pierre-robin syndrome,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
osteosclerosis,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
musculoskeletal development disorder,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
macrocephaly,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
limb development disorder,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
fibrous bone dysplasia,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
craniosynostosis,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
conradi-hunermann syndrome,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
albers schoenberg disease,756,Other congenital musculoskeletal anomalies,Congenital Anomalies,Congenital Anomalies,
ichthyosis,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
epidermolysis bullosa,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
mastocytosis,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
pachyonychia congenita,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
congenital ichthyosiform erythroderma,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
x linked hypohidrotic ectodermal dysplasia,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
ichthyosis vulgaris,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
netherton syndrome,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
lamellar ichthyosis,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
dyskeratosis congenita,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
epidermolysis bullosa dystrophica,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
port wine stain,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
xeroderma pigmentosum,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
pseudoxanthoma elasticum,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
nonne milroy meige syndrome,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
dyskeratosis,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
cutaneous mastocytosis,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
angiomatosis,757,Congenital anomalies of the integument,Congenital Anomalies,Congenital Anomalies,
turners syndrome,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
down syndrome,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
li fraumeni syndrome,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
williams-beuren syndrome,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
trisomy,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
nijmegen breakage syndrome,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
monogenic disorder,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
klinefelter syndrome,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
gonadal dysgenesis,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
chromosome disorder,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
chromosome aberration,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
autosomal disorder,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
aneuploidy,758,Chromosomal anomalies,Congenital Anomalies,Congenital Anomalies,
x-linked genetic disorder,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
barth syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
splenomegaly,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
fragile x syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
genetic disorder,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
craniofacial dysostosis,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
hippel lindau syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
kartagener syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
noonan syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
cockayne syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
alagille syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
prader-willi syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
rubinstein-taybi syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
alport syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
tuberous sclerosis,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
angelman syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
marfan syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
basal cell nevus syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
cryopyrin associated periodic syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
smith lemli opitz syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
menkes syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
sturge-weber syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
peutz jegher syndrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
multiple hamartoma sydrome,759,Other and unspecified congenital anomalies,Congenital Anomalies,Congenital Anomalies,
